Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Saint Kitts y Nevis,KNA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corea, República de",KOR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
América Latina y el Caribe (excluido altos ingresos),LAC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,28439025610,31869854732,38313833040,45732560179,59792726184,72261243084,88302806325,1.13E+11,1.36E+11,1.61E+11,1.97E+11,2.42E+11,2.77E+11,2.97E+11,3.11E+11,3.22E+11,3.40E+11,3.74E+11,3.62E+11,3.61E+11,3.78E+11,3.93E+11,4.02E+11,4.40E+11,4.79E+11,5.44E+11,5.65E+11,5.96E+11,6.79E+11,7.10E+11,6.98E+11,7.15E+11,7.07E+11,7.47E+11,7.55E+11,6.94E+11,6.96E+11,7.87E+11,8.28E+11,8.56E+11,1.01E+12,1.14E+12,1.29E+12,1.44E+12,1.59E+12,1.61E+12,1.66E+12,1.75E+12,1.87E+12,1.90E+12,1.90E+12,1.95E+12,1.99E+12,
República Democrática Popular Lao,LAO,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,8345623.6,15632737.7,18801080.7,32604009.3,41034885.7,44232232.2,108234666.2,172945523.8,255345603,310865806.9,352946306.8,392654370.5,431285785.2,453213661.7,520891119.9,621358350.4,870918488.8,1163997984,1328065822,1474076595,1768535429,1873131026,1917265365,1986718378,2071421024,2158263220,2258225068,2325961460,2459333772,2559997883,2531032370,2585719432,3168466117,2506301751,2949489393,3278601893,3805627506,4987662711,5653261690,6383404583,6553667991,7081958071,7422606491,8190455763,9640196172,11641678830,13535346629,15021015073,15871754801,18974239881,20504092135,19239005262,18710437478,
Líbano,LBN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,64232860.3,68095825.7,61559341.9,56393232.9,49284347.8,45669452.4,39041939.1,53177398,184818036.2,277528704.6,510292638.8,621064003.1,725432305.3,920213723.7,866303195.4,876001128.7,866474229.6,963318056.5,993309402.4,1031127296,1787046994,1562589913,1814004853,1352746947,2126701900,2975570832,4019242813,5093689592,6973464913,8493083055,10075046220,13544184075,17509147494,19045277128,22804031551,22787014776,24225274178,25926510953,44012127490,46139751147,47818873949,49664375023,55722618839,62103209067,64454510033,68219052512,69509159842,74165438619,79650131633,73893126217,68874327201,66900293415,67109212897,
Liberia,LBR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,162259998.9,162113449,159380853.7,159153116.1,161975660.1,178684388.9,208531898.6,292114656.3,443069267.3,596483370.2,685684429.8,813444164,902588449.9,1006557609,1080098563,1250201170,1549811064,1847224452,1817042772,1877358632,2062086288,2187238147,2176746977,2237489927,2367418669,2489150433,2423875945,2406199569,2561185368,2588479115,2836274327,3035970627,3293838967,3632799616,3862478050,3950580337,4191788049,3777967270,3160827104,1850279323,418851731,448440322.7,487153088.6,530778149.7,681478405,837435458.6,950332609.9,1118118392,1157572897,1266753402,1461907336,1848648347,1904054488,
Libia,LBY,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Lucía,LCA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,15516307.7,17122202.7,18907707.6,20290497.8,23113174.2,31803855.3,46728176,57458862.1,65679760.2,79175705,82343009.7,97981226.6,100852543.2,113598527.8,128275618.8,141571045.9,152941378.9,184359352.2,188238652.5,227013639.5,258544438.3,293240194.2,338775693.7,362713778.4,422787032.2,375696061,481016076.9,837871627.4,438816167,584783262.7,455833314.8,432702877.7,479336037.4,537109187.7,529980934.5,543662556.6,621896095.4,615495530,638927013.2,733837563.5,892737914.9,909317236.5,
América Latina y el Caribe,LCN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Países de ingreso bajo,LIC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,2392342812,2705013214,3174715928,4036285726,5833337665,7248408672,8557747776,11730988262,14705613190,17534858652,21088284788,25045332879,28703463662,31095555123,34543610493,40882481655,47299922549,56711303245,58156167418,61500442203,68254751240,71331012521,73379456360,74575682301,80691577426,84148148485,83003574898,79382553688,85378954033,78167931071,76475758814,72965025455,76888377376,84163020742,85854874722,82509091672,68401852634,75419077295,84144956553,91824213293,89865235026,93308307033,1.06E+11,1.27E+11,1.39E+11,1.49E+11,1.56E+11,1.71E+11,1.79E+11,1.89E+11,2.07E+11,2.20E+11,2.21E+11,
Liechtenstein,LIE,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,435678442.4,520236827.6,554360219.3,631606118.9,783763828,817840849.6,941714519.8,1141630268,1381702822,1562193770,1849029664,2241837854,2632029310,2890238573,2998355044,3544639146,4086689690,4754428931,5209633063,5185722278,5867509112,6580740210,6476089778,6902629411,7960615110,8395502197,8298763055,8106316372,9057333356,9943050525,9249848286,8952124828,10122942034,10725993550,11600420989,11300134210,11853449200,14161321568,16320821885,19504201128,21684210689,25795379781,35735908568,39314598514,42262761572,43925393891,46661458616,50765545979,52919692662,56117855647,56874445630,58732518598,58712654401,
Países de ingreso mediano bajo,LMC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,24901266319,29111142345,31968091461,38167450981,44816557805,55124622004,64982925305,90061528869,1.12E+11,1.30E+11,1.61E+11,1.78E+11,2.05E+11,2.22E+11,2.28E+11,2.61E+11,2.93E+11,3.39E+11,3.49E+11,3.99E+11,4.30E+11,4.44E+11,4.52E+11,4.74E+11,5.08E+11,5.23E+11,5.17E+11,5.04E+11,5.29E+11,5.38E+11,5.20E+11,5.20E+11,5.53E+11,6.02E+11,6.35E+11,6.04E+11,6.25E+11,7.34E+11,8.16E+11,9.04E+11,1.02E+12,1.13E+12,1.25E+12,1.36E+12,1.43E+12,1.50E+12,1.56E+12,1.76E+12,1.85E+12,1.99E+12,2.13E+12,2.30E+12,2.35E+12,
Ingreso mediano y bajo,LMY,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,64236743073,74841348194,86910039381,1.04E+11,1.30E+11,1.58E+11,1.91E+11,2.54E+11,3.10E+11,3.62E+11,4.42E+11,5.19E+11,5.90E+11,6.37E+11,6.66E+11,7.35E+11,8.13E+11,9.35E+11,9.45E+11,1.01E+12,1.09E+12,1.15E+12,1.28E+12,1.41E+12,1.56E+12,1.73E+12,1.79E+12,1.84E+12,2.02E+12,2.06E+12,1.99E+12,2.02E+12,2.07E+12,2.27E+12,2.42E+12,2.44E+12,2.65E+12,3.16E+12,3.37E+12,3.61E+12,4.31E+12,5.06E+12,5.62E+12,6.40E+12,6.85E+12,6.42E+12,6.69E+12,7.44E+12,7.88E+12,8.25E+12,8.64E+12,9.28E+12,8.96E+12,
Lesotho,LSO,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,8122200,8628403.5,9486440.3,8260480.3,10154661,14085560.5,16201998.2,24589678.1,34003373.3,53128547.8,71941751,84408003,122070133.2,128672831.9,138033418.7,175286619.1,197621649.8,258625573.6,287087570.2,328147754.2,395586122.4,447387652.9,494402014.6,542372022.5,622553685.7,684357708.7,701229527.2,672950604,688207826.7,687190387.9,769689608.6,684403514,712577931.3,705761420.2,773436561.2,666293758.5,657437143.1,685484471.5,700047301.8,766529460.1,788060174.8,813623741.4,904228982.1,925015906.5,912086478.4,952588686.1,1358062675,1504173109,1463408841,1583480653,1737618389,1833103211,1809501530,
avanzada del dividendo demográfico,LTE,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lituania,LTU,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxemburgo,LUX,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letonia,LVA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Región Administrativa Especial de Macao, China",MAC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isla de San Martín (parte francesa),MAF,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,MAR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,984947643.2,1127918127,1186041280,1287831262,1514192942,2659528435,3360845159,5610354070,6923305125,8207897717,9722119761,10579556346,12401132803,13037499588,13908382133,16056141868,17926477096,21029558180,21117139131,22230849931,25026523628,22503101421,22688198688,22114998129,22988012255,23785013678,24233330916,23501640856,23656729841,23059874273,20789667972,18898737529,18103630099,18336911800,17079479926,16304189232,17996441932,20732183142,21004994746,24725387884,27295707254,29967987912,33877639847,39283986048,43134005210,44387881948,47597593319,51084473017,50411371888,55000076805,65712482515,65373182866,64713313952,
Mónaco,MCO,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
República de Moldova,MDA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38504010,277649585.7,502493296.4,695156112.5,847654629.7,1082410828,1070923032,1186611254,1841764697,1790545239,1964800771,2116536513,2114078920,2219300777,2622104183,3365279031,3724452935,3715120839,4724734887,5216932920,5320130874,6204086253,5851136268,6094646558,6217992082,6967883843,7285819232,7299000270,7915593591,9034530962,9723371022,
Madagascar,MDG,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,485146240.2,488437476.9,510135605.2,504986847.3,750848944.2,791025348.4,189942758,781578848.3,355903317.7,773090282,1248330830,1613368349,1932701142,2040565065,2146908255,2529331047,3007383734,3683564459,3683557861,3431373377,3701101935,3908195316,3911346484,3804731532,4096453462,4322004158,4145801223,4108929982,4393975740,4781749985,4726029557,4184263805,4543888332,4979583731,3824731185,3525441336,1526991066,2332269180,2533049972,2846880424,2755972131,2867388364,2993469808,2940581583,2963528296,3007857305,2976805935,3382906475,3720119522,4044792623,4841435396,5344813135,5937649294,
Maldivas,MDV,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,8884310.1,12814260.6,25763273.8,38885616.1,65069558.1,77220826.7,82809472.5,83065918.7,68684985.3,72836720,71359561.4,66800308.7,77964852.9,81242507.1,94898973.9,112349106.8,123524561.1,154866795.9,168205228.4,171332186.7,193599922.6,219239550.1,203023211.5,233027776.1,269846875.2,292920063.3,339659074.9,362256384.2,553529541.8,771849569.6,1146830061,1382775073,913686330.3,880681947.2,939044142.8,1024556824,1101101173,1004002006,1137521464,1465514336,2321759922,2676448025,3662908267,4099728200,3993071643,
Oriente Medio y Norte de África,MEA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
México,MEX,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,7097271964,7627450074,8351504527,10667132066,14080544375,18381411869,24139106860,31382393510,35905344400,42974454789,57574370376,78412639827,86274650447,93158274474,95016521284,97063210491,1.01E+11,1.10E+11,99399530018,94016224827,1.05E+11,1.14E+11,1.12E+11,1.32E+11,1.40E+11,1.67E+11,1.58E+11,1.49E+11,1.71E+11,1.86E+11,1.78E+11,2.03E+11,1.93E+11,1.99E+11,2.10E+11,2.18E+11,2.22E+11,2.51E+11,2.48E+11,2.46E+11,3.07E+11,3.52E+11,4.32E+11,5.01E+11,5.36E+11,5.31E+11,5.45E+11,5.79E+11,6.06E+11,6.09E+11,6.03E+11,5.94E+11,6.00E+11,
Islas Marshall,MHL,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingreso mediano,MIC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,61844400262,72136334980,83735323453,1.00E+11,1.24E+11,1.51E+11,1.83E+11,2.42E+11,2.95E+11,3.44E+11,4.21E+11,4.94E+11,5.62E+11,6.06E+11,6.31E+11,6.94E+11,7.65E+11,8.79E+11,8.87E+11,9.46E+11,1.03E+12,1.08E+12,1.21E+12,1.34E+12,1.48E+12,1.65E+12,1.71E+12,1.76E+12,1.93E+12,1.99E+12,1.92E+12,1.94E+12,1.99E+12,2.19E+12,2.34E+12,2.35E+12,2.58E+12,3.08E+12,3.29E+12,3.52E+12,4.22E+12,4.96E+12,5.51E+12,6.27E+12,6.71E+12,6.27E+12,6.54E+12,7.26E+12,7.70E+12,8.06E+12,8.44E+12,9.06E+12,8.74E+12,
Macedonia del Norte,MKD,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041777825,1103614119,1277120121,1818417179,1233573683,1489949981,1436805642,1479940663,1498004032,1685422711,1889308247,2829112501,2981490108,3296991429,4174062768,4337470538,5246917724,5159228792,6131371643,6469415458,6736820318,7232874195,6766734551,7512963880,8544276017,8667462373,9000238458,10324278543,10644396439,11572484904,
Malí,MLI,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,247329389.8,270904912.4,268459500.5,301150655.9,349032615,356087237.6,373790643.6,471760934.6,564047359.7,567284582.4,727065952.2,830271147,875182595.8,988418284.1,1237315019,1456134356,1743115159,2049076481,2019888080,2127515896,2467995905,2599264267,2900472549,2903213185,2694518433,2958170808,3006602911,3152281165,3204812998,3217973120,2981177567,2878077839,2774307284,3058861293,3272986411,3179661837,1588624984,1834626837,2039671526,2194580111,2438634703,2907439381,3070313143,3483872890,3521672817,3747044963,3847760145,4319894781,4595485040,4998428291,5813599035,6402356156,6342843423,
Malta,MLT,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,163680999.5,193902031.9,220887574.2,304231991.2,356084560.2,373114865.3,387876233.7,606123846.6,1016693815,1400620596,1681016888,1967776609,2249852431,2451887472,2496472629,3079595198,3792090507,4792084861,4882277843,4744784911,5328162848,5484154972,5537457752,5836105780,6418593347,6261896664,5824336420,5894669147,6113503814,6448277409,6482210338,6092479226,6706702920,7436375928,7706257381,7177918757,7518933305,8067206720,8957289206,9495368311,9990180485,10825723145,11033527300,9916586454,10049278771,10219854991,10112462045,10783959876,10731523127,11182088460,13407423214,13758854822,12537515247,
Oriente Medio y Norte de África (excluido altos ingresos),MNA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,4515252080,5387195360,5787939968,7688120329,8801563421,14084608636,18147486001,31783113092,40713393731,47920824888,60457200776,63476528254,75214342936,77532445554,78455812088,89609808340,1.02E+11,1.15E+11,1.18E+11,1.23E+11,1.20E+11,1.21E+11,1.22E+11,1.26E+11,1.33E+11,1.40E+11,1.36E+11,1.24E+11,1.30E+11,1.26E+11,1.22E+11,1.22E+11,1.31E+11,1.42E+11,1.53E+11,1.45E+11,1.39E+11,1.51E+11,1.69E+11,1.83E+11,1.91E+11,1.91E+11,1.99E+11,2.22E+11,2.25E+11,2.59E+11,2.90E+11,3.28E+11,3.50E+11,3.69E+11,3.98E+11,4.21E+11,4.31E+11,
Montenegro,MNE,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879825840.4,1299340650,1502099049,2356696743,4502976941,5524651522,6175932505,6581255608,6416308970,6674238727,6882446867,7212636357,7158650805,7585473319,9468501171,9235152250,8815215689,
Mongolia,MNG,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354767148.4,387587630.4,464445079.7,530709459.5,534109092.9,606210429.5,726731457.8,981029420,959974419.2,946235061.7,1102129245,1544708957,1593614529,1396369453,1494391223,1743771481,2185574928,2987825936,5928348234,9629415056,15567388587,19186559883,21200471937,21953024494,24612081479,27963178993,29807872488,31572625617,32360178771,34340470831,33764621990,
Mariana,MNP,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,1325188501,2829525567,3450885381,4085146124,4121792889,4321680998,4600672903,4669674822,5081983469,5163211989,7223305768,7410074810,7517522867,7583169015,8313495222,7322033828,6616319416,4467431061,5093523446,5404860952,5988473522,6118093145,4920139668,5681113142,6367161911,7910668053,11230847943,13466363288,19786449571,28952024800,34418918531,38032451512,42831376455,45973842585,49809958925,54211762320,58707922608,62733021519,64028375820,
Mauritania,MRT,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,26315139.8,38917392,55901714.8,105104201.8,167769703.3,188223059.3,406677120.6,522227584,682289435.3,714672347.7,836345498,960830668.9,1133096261,1273374707,1317129630,1450506270,1742102912,2023942395,2046882263,1967825050,2109426966,2201330413,2100811552,2169793892,2255603798,2390562998,2451411243,2489391257,2389022770,2499843795,2344637632,2251014240,2237558425,2318671111,2299558089,2281454209,1560130846,2568568273,2850445607,3141949630,3556481608,3742969897,4277397892,4522468782,4531578245,4993494071,5080228848,5241041041,5223782895,5370976554,5716645373,4813193149,4603898856,
Mauricio,MUS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,31738400,33286777.3,35859403.6,42347246.4,47815505.7,52182066.6,64926963.7,101513308,190057591.2,306197241.7,420231063.4,504760102.5,550032545.9,512034883.1,510117703.4,577756799.8,634224117.9,785227656.1,824028164.4,812915119.5,932288569.9,991773851.8,943715144.4,901101941.5,1098541961,1415082634,1398985370,1339677414,1281160960,1292869242,966762441.1,867310143,2042535104,3225477013,3329382751,3631519807,3504181955,5673170872,6514858745,7318907628,7928681896,9841085924,10694876889,12391683917,12759055558,10302274190,10444397736,10629579614,11234112090,12361096212,12402260815,14705729003,17364652747,
Malawi,MWI,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,135209089.9,152207137.9,175657679.9,215019020.3,242448768.9,270146842.5,309343465.2,460539297.9,594691119.5,668979096.1,830099378.4,821549155.7,864818902.9,892447751.9,879965289,1020836518,1157319300,1366795220,1359054452,1410101288,1558240457,1664940523,1708915404,1826231848,2021054114,2238776662,2311685186,2225560611,2438886276,2757065362,2716150631,2591698365,2900916475,3111209645,3443607863,3195998422,870594215.5,868946321,994770539.4,1144449860,1020774253,1213551485,1331139880,1566324822,1666540757,1721202631,1847005075,2162398106,2265713574,2428679899,2943281967,3198348254,3338181912,
Malasia,MYS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
América del Norte,NAC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Caledonia,NCL,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Níger,NER,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,31677128.3,41579704.9,54878131.9,65143781.3,94027452.3,114513117.9,133362568.9,173254567.7,609493090.1,631712155.6,865702257.1,1024767756,960416774.7,972233736.6,978440332.1,1223458486,1443389299,1651886700,1700418784,1528025987,1757574147,1526204768,1548857817,1574772624,1542542790,1603602192,1554793033,1588957268,1686927568,1716840769,1721127520,1633337032,1847978006,2149675774,1975337919,1961937155,760592818.3,1090578795,948320310.3,1248816310,1533781919,2213013665,1783792451,1982335397,2002738488,2228591635,2511623279,3035714828,3176803383,3584577815,4552606199,4967317875,5415911091,
Nigeria,NGA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,836680592.1,960364871.1,1081759365,1778977496,1880722152,1687175642,1337791872,3146444250,5091168448,6244582441,8938210283,11445499562,11992466650,17576996153,17783310907,18655375059,22215781654,29024891233,29624118543,30121991493,33458483418,33526931287,29018663728,30699263746,33092276818,34094439060,31414754639,28467535604,30313714708,29095550937,33514256077,34976644764,36779630348,41856858871,45910626686,34608131315,18576099579,21952953677,22663245893,25062797640,28262197009,32377423146,36981904539,38771517424,41804654310,41541257872,41359562489,62791819170,66565585785,77708890975,82833305939,90887068294,98335333958,
Nicaragua,NIC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,242870748.6,295916932.6,354332865.6,498244781.6,675465603.5,871394018.7,962314691.1,1355890702,1525327856,1615169381,2273188107,2561916287,3037458637,4202530072,4912584153,5880204933,6895951892,8091567355,8811780896,9875552770,10976880083,11128234988,11407262917,11657293344,12406061121,10591398107,6174328565,6321398617,6379424177,6409337546,6822420902,6387014039,6440411044,6854198402,5096750021,5011294159,4190303477,4113792030,4718042360,5923375456,7017467447,7938152811,9154589729,10255435645,10965052289,11513227717,12197682283,12727982691,13003298422,13610346037,13760303958,14582931633,14867213389,
Países Bajos,NLD,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noruega,NOR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,3800810.8,9157279.6,12304770.9,20103243.4,27553349.5,34017048.9,49578186.8,100529800,112579824.5,146346992.4,204459231,278427656.7,352779239,452414309.5,470288696.6,589788225.3,743794136.3,985839696.3,1165294505,1355746934,1626688627,1765142177,1798082305,2003093150,2320287858,2409751199,2397938028,2413357114,2668527139,3027783793,2874494832,2740752758,2997587655,3213264261,3366391763,3189016423,3402732072,3613195511,3696697652,3777036974,3787483272,3826237147,3809914766,4012919216,3980972649,4142916401,4297388214,4963402939,5510938186,6515787783,7905755094,8820814239,9140163555,
Nauru,NRU,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelandia,NZL,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miembros OCDE,OED,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omán,OMN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otros Estados pequeos,OSS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
